consent,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check,industry,role_seniority,org_size,work_hours,ai_task_percentage,role_tenure,age_group,country,gender,industry_other,role_seniority_other
yes,employed_part_time,yes_daily,7,7,7,7,2,3,5,6,5,7,4,3,6,9,9,3,6,people_understand_better,4,2,3,2,4,I can produce custom worksheets for my students.,Less stigma against AI by some co-workers,pass,education_training,intermediate_experienced,2_9,10_19,11_25,less_than_6_months,45_54,ca,woman,,
yes,employed_full_time,yes_weekly,5,1,7,5,4,7,1,7,1,1,1,7,1,9,9,3,7,people_understand_better,3,4,1,1,4,,it would not,pass,health_social_care,manager_team_leader,50_249,30_39,1_10,3_5_years,35_44,uk,woman,,
yes,employed_full_time,yes_weekly,6,2,6,4,6,6,1,5,1,2,6,5,4,5,7,8,6,people_understand_better,4,4,4,3,5,Not much. I mainly use AI to do scheduling and formatting of documents. This is all stuff that does not require much brain power for me anymore and just required time. Now I can save a lot of time.,"Better memory for the AI. As in the ability for AI to remember who you are and past projects that you've worked on together. Right now it feels more efficient and you receive better results starting fresh with the AI for each larger project. But, it removes the personal connection and ability for you to really feel like the AI is understanding your voice/personality.",pass,media_arts_entertainment,manager_team_leader,2_9,40_49,11_25,6_10_years,25_34,ca,man,,
yes,self_employed_freelance,yes_occasionally,3,5,4,6,5,6,7,7,2,1,1,3,7,9,7,2,8,people_understand_better,4,4,1,1,3,AI has made me feel that my work is inadequate and that I am redundant.,If I did my work and then AI double checked my work and reported errors.,pass,professional_scientific_technical_services,owner_founder,just_me,less_than_10,0_none,more_than_10_years,25_34,us,woman,,
yes,self_employed_freelance,yes_occasionally,6,3,6,6,6,6,2,4,4,2,1,6,5,8,9,7,7,people_understand_better,3,4,3,1,3,"Not within my team, but AI is widely misused in at least one other team to 'speed things up' without proper verification","Not trying to please the user, not mimicking human behaviour, and not hallucinating",pass,education_training,owner_founder,just_me,20_29,1_10,6_11_months,45_54,nz,man,,
yes,employed_full_time,yes_daily,4,2,4,6,6,6,2,6,1,2,1,2,1,6,7,5,9,people_understand_better,4,3,3,4,4,"I have driven benefits for me in terms of compiling data and producing reports. it's not fundamentally changed my job, what it has done is made a few things easier to do. so in terms of who I am I still feel as though I'm exactly the same person.",I don't think AI can improve my identity or purpose at work because they're separate things. therefore I don't seem able to answer this question because it doesn't seem appropriate to the way I feel about it.,pass,information_technology_software,intermediate_experienced,10_49,30_39,11_25,6_10_years,55_65,uk,man,,
yes,self_employed_freelance,yes_occasionally,7,1,7,4,5,6,2,5,1,4,2,2,4,10,10,9,9,people_understand_better,4,3,4,4,4,AI has had zero impact on my sense of who I am at work.,"AI should be used to enhance one's work, not to take over completely. I don't use AI to improve my identity or purpose at work. I only use it as a helper tool.",pass,other,owner_founder,just_me,30_39,1_10,less_than_6_months,35_44,ca,woman,Writing,
yes,employed_full_time,yes_daily,2,1,2,7,7,7,1,3,3,1,1,5,4,1,1,4,8,people_understand_better,4,5,1,1,1,It has made me far more effective in terms of speed and quality of output however I do not see this as a threat to my role as without my input the AI cannot anything that impacts me,Trying to help remove the stigma of using AI which in my opinion is only there due to people that are threatened by their lack of understanding of it,pass,retail_sales_consumer_services,manager_team_leader,1000_4999,30_39,11_25,more_than_10_years,45_54,uk,man,,
yes,employed_full_time,yes_daily,5,6,6,6,6,6,7,6,2,5,3,6,5,7,7,3,7,people_understand_better,4,4,4,4,3,It has made me more efficient and more willing to suggest process improvement,Better AI integration with Microsoft Excel,pass,finance_banking_insurance,intermediate_experienced,5000_or_more,40_49,1_10,1_2_years,25_34,uk,man,,
yes,employed_full_time,no_never,5,1,4,4,4,4,3,2,4,1,1,4,4,8,8,6,8,people_understand_better,3,3,3,2,3,It really hasn't as I tdon't use AI tools at work often.,At this point I really an unsure.,pass,health_social_care,intermediate_experienced,1000_4999,30_39,0_none,6_11_months,45_54,ca,woman,,
yes,self_employed_freelance,yes_occasionally,6,3,3,3,4,3,7,5,4,6,4,6,4,4,7,7,6,depends_same,4,4,4,3,4,no,if you could see the decision process ai made to give the results it did,pass,media_arts_entertainment,owner_founder,just_me,10_19,1_10,more_than_10_years,55_65,uk,man,,
yes,employed_full_time,yes_daily,6,3,5,6,3,6,4,4,6,5,7,5,4,7,9,7,10,ai_understands_better,4,2,3,1,4,LESS RELIANT ON CREATIVITY,FASTER,pass,government_public_administration,senior_specialist,1000_4999,30_39,11_25,more_than_10_years,45_54,uk,man,,
yes,employed_full_time,yes_daily,4,3,5,5,4,2,3,4,5,6,5,3,4,3,6,4,5,ai_understands_better,1,3,2,3,4,it makes me know how replaceable i am,a way to know i help,pass,finance_banking_insurance,manager_team_leader,10_49,20_29,26_50,6_11_months,25_34,us,man,,
yes,employed_full_time,yes_weekly,5,6,5,6,4,3,2,4,5,4,6,2,4,6,7,6,7,depends_same,5,5,5,4,5,It made me learn more about how to be healthy. And good.,"If it could talk to me, it would help me engage verbally.",pass,education_training,intermediate_experienced,not_sure,40_49,1_10,3_5_years,25_34,uk,man,,
yes,employed_full_time,yes_weekly,5,2,6,6,6,5,6,6,2,3,5,1,1,7,3,5,9,people_understand_better,4,4,1,1,4,"I don't know that AI has changed my sense of self, but it is forcing me to adapt my skills and re-envision what I might want from my career. So much of my jobs (past and present) have required me to be highly articulate, and very skilled at data analysis. AI is quickly excelling at these skills, forcing me to re-imagine what my value to my work place will be.","I would love to be able to trust AI and see it as an ethical addition to my workflow. Currently though, I spend a lot of time checking and correcting AI's mistakes. Furthermore, I'm ethically opposed to AI's training on scraped data and hold large sustainability and privacy concerns.",pass,professional_scientific_technical_services,manager_team_leader,5000_or_more,40_49,1_10,1_2_years,35_44,ca,woman,,
yes,employed_full_time,yes_occasionally,2,1,5,6,5,5,1,4,1,2,1,5,5,5,3,3,6,people_understand_better,2,2,2,1,2,I think for me AI has assisted me with minor aspects of my work - such as report writing or researching information. My job is fairly AI proof due to the nature of my work. I am required to meet people and build relationships - this simply could not be replaced by AI. My role has a distinct human element to it. I feel AI is an extension of my work personality and I only see the benefits at this current time.,Maybe tailored ever so slightly more to my industry - refined and aimed at my country. Other than that I don't use it enough to consider any radical changes necessary at this stage.,pass,government_public_administration,entry_level,1000_4999,40_49,1_10,more_than_10_years,25_34,uk,woman,,
yes,employed_full_time,yes_weekly,7,1,7,6,6,6,1,6,1,2,1,1,6,9,10,9,9,people_understand_better,5,5,5,5,5,It has not changed who I am at work. It enhances it.,to be more accurate,pass,education_training,senior_specialist,50_249,40_49,1_10,3_5_years,35_44,us,woman,,
yes,self_employed_freelance,yes_occasionally,5,1,4,2,4,4,7,1,4,5,4,7,4,6,10,3,6,people_understand_better,1,1,1,1,1,It has helped me be more creative at times,If it could help me be more productive,pass,retail_sales_consumer_services,owner_founder,just_me,40_49,1_10,more_than_10_years,35_44,uk,woman,,
yes,employed_full_time,yes_occasionally,6,6,5,3,5,5,4,3,3,5,3,5,4,8,8,3,7,people_understand_better,3,2,2,3,3,It does make me work quicker and makes me feel more confident in my work. I also feel ashamed at the same time because it does not feel authentic and feels like I am almost cheating even though it is allowed.,If I had to use it more frequently than I do. If I used it more I would be afraid I would get more used to it and not feel as bad.,pass,retail_sales_consumer_services,intermediate_experienced,10_49,40_49,1_10,1_2_years,18_24,us,woman,,
yes,employed_full_time,yes_daily,6,6,6,4,6,3,6,6,4,7,1,1,7,10,10,6,8,ai_understands_better,5,5,3,3,4,A lot. I feel like i'm only the boss of AI and not the sole contributor anymore.,I can't think of any,pass,information_technology_software,intermediate_experienced,5000_or_more,40_49,76_100,3_5_years,25_34,ca,woman,,
yes,employed_full_time,yes_daily,7,1,7,7,6,7,1,7,7,7,5,1,6,10,10,10,9,people_understand_better,5,5,4,5,5,AI has not change my sense of belonging or who I am because It can never replace the human needs I offered.,AI will improve my sense of identity by letting me express myself in a unique way by allowing me to do what really matters and extraordinary rather than my normal routine.,pass,information_technology_software,director_executive,50_249,40_49,26_50,3_5_years,25_34,ca,man,,
yes,employed_full_time,yes_daily,6,1,7,5,7,7,4,4,4,4,4,1,4,5,5,9,8,depends_same,4,3,4,3,4,Not at all really.,I can't think of one.,pass,transport_logistics_warehousing,intermediate_experienced,1000_4999,40_49,51_75,6_11_months,35_44,uk,man,,
yes,employed_full_time,yes_daily,2,2,4,6,6,5,2,4,4,2,3,1,5,5,7,5,8,people_understand_better,3,4,3,3,3,"It's made me a faster worker. So I feel more well rounded and accomplished in my skills while using AI. I guess I feel more energised too as AI has made some processes of my work become faster to complete, so that leaves me with more energy during the day.","If AI could handle more of my work tasks e.g answering of phone calls with clients etc. I would feel more relaxed and I could focus on being more creative and free at work to come up with new ideas. So it could help me become more successful as if I come up with new ideas, that can lead to more career progression",pass,finance_banking_insurance,intermediate_experienced,5000_or_more,40_49,26_50,3_5_years,25_34,uk,woman,,
yes,employed_part_time,yes_occasionally,6,2,5,5,5,3,1,5,4,3,2,3,5,9,7,5,4,depends_same,3,1,4,3,4,Makes certain tasks a lot more easier with the help of AI. This allows me to be more productive at work,Strict confidentiality,pass,health_social_care,intermediate_experienced,10_49,30_39,1_10,3_5_years,25_34,uk,woman,,
yes,employed_full_time,yes_occasionally,6,2,6,6,6,3,2,2,1,2,2,5,2,9,9,8,9,people_understand_better,4,4,4,4,4,For now it has only helped me. I stopped googling for answers and instead ask AI. It will just become more powerful and that excites and scared me at the same time. I work with my hands so for now I think my job is save from AI.,If it could tell me what I need to do to become more productive. Could it tell me what areas I need to work on?,pass,manufacturing_production,intermediate_experienced,2_9,40_49,1_10,3_5_years,25_34,ca,man,,
yes,employed_part_time,yes_daily,6,2,7,7,7,6,2,5,4,4,5,4,7,10,10,8,5,depends_same,4,4,4,5,5,"Strictly speaking, it didn't change my understanding; I just used it as an auxiliary tool.","My sense of identity is difficult to change unless artificial intelligence can think beyond my own, though I admire its ability and efficiency in gathering information.",pass,information_technology_software,entry_level,not_sure,10_19,1_10,less_than_6_months,25_34,uk,woman,,
yes,self_employed_freelance,yes_weekly,6,3,6,6,5,6,3,5,2,5,3,3,5,9,9,8,9,people_understand_better,4,3,4,3,4,"It hasn't changed my sense of who I am, but \I have found it has enhanced my work, and my students enjoy engaging with the AI I use in lessons. We use it to elaborate on various topics, if anything, i feel even more useful :)","Just to know that my students still trust in me to give them great lessons, and that the AI doesn't take anything away from who i am whilst in the class.",pass,education_training,intermediate_experienced,250_999,20_29,11_25,3_5_years,45_54,uk,woman,,
yes,employed_full_time,no_never,5,2,5,3,2,4,5,4,1,1,1,2,1,6,7,3,7,people_understand_better,2,2,1,1,3,more reslient. AI is a resource chugging plague,by not existing,pass,health_social_care,manager_team_leader,5000_or_more,30_39,0_none,3_5_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,7,7,5,4,4,6,7,5,4,6,1,1,4,7,8,4,6,ai_understands_better,2,4,3,3,3,AI helps me brainstorm ideas with a very smart colleague who doesn't argue with me. It understands what I am talking about.,Improve in it's ability to give suggestions - it also needs to understand my preferences for structure.,pass,information_technology_software,manager_team_leader,10_49,30_39,26_50,1_2_years,25_34,ca,man,,
yes,employed_full_time,yes_occasionally,5,3,4,3,3,4,6,4,5,5,5,5,2,4,5,5,5,people_understand_better,4,4,4,4,3,It hasn't really. It's just making the things I do less me if you will. I would rather do the work without Llm's and such.,There isn't nothing that would improve my purpose at work unless I'm doing it myself,pass,hospitality_food_tourism,manager_team_leader,50_249,40_49,1_10,3_5_years,35_44,us,man,,
yes,employed_full_time,yes_weekly,5,3,6,5,6,7,6,3,2,5,5,5,4,7,8,7,9,people_understand_better,3,2,2,2,4,"AI hasn't really changed my sense of who I am at work, as it can't really replicate what I do at work just yet, except make some written copy and making some text tasks easier.","A single change AI could make would be the ability to make really simple changes, based on emails received, leaving more times for me to do the complex tasks.",pass,professional_scientific_technical_services,manager_team_leader,5000_or_more,30_39,1_10,1_2_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,6,2,7,7,6,6,2,7,2,5,2,2,6,9,9,8,8,people_understand_better,4,4,1,4,4,"AI has made me feel and represent myself more powerfully. I can get more done, more accurately and faster than without AI, and everyone around me appreciates that.","Eliminate bias - e.g. AI's training is very much bent towards post 2010 culture, and it has views of 20th century (e.g. 1970s, 1980s) only through 2020's eyes, which makes for an inaccurate and biased canvas upon which to draw opinions and conclusions for those who lived through this period first hand",pass,real_estate_property_services,owner_founder,10_49,40_49,11_25,3_5_years,55_65,uk,man,,
yes,employed_full_time,yes_weekly,6,6,5,5,5,3,7,6,5,2,1,6,1,4,4,2,7,people_understand_better,3,2,3,1,2,It has made me question whether clients will believe I have value in future,Its eradication,pass,professional_scientific_technical_services,director_executive,10_49,40_49,1_10,3_5_years,35_44,uk,woman,,
