consent,Prolific ID,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check�  , industry,role_seniority,org_size,work_hours,ai_task_percentage  ,role_tenure,age_group,  country ,gender
1,6814eb4becfa930767c7b282,Self-employed / freelance,3,4,2,6,6,5,4,5,6,3,4,3,3,4,6,6,7,6,People who know me understand me better than AI does,4,4,3,2,4,sometimes it makes me feel confident because i can use it for certain information and gets me answers right away,being fully incooperated without one feeling they are cheating,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),Just me (self-employed / freelance),10-19 hours,26-50%,3-5 years,55-65,Canada,Woman
1,60fd1cafe3de7892fe9b3bd4,Employed full-time,2,1,3,5,7,7,7,4,7,1,4,1,5,6,2,5,0,10,It depends / about the same,3,3,1,2,1,it hasn't as i just feel its an extra tool to help me duble check/be more efficient at my job,unsure,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,1-10%,1-2 years,25-34,UK,Woman
1,6126be8b50ab72b50028f62e,Employed full-time,3,3,4,5,4,5,5,5,4,5,6,3,5,5,3,4,4,4,People who know me understand me better than AI does,3,2,3,3,2,Not really I still do my own research so it's a good research assistant ,Nothing,Agree,"Finance, Banking & Insurance","Senior specialist (highly experienced, no direct reports)","1,000-4,999 people",40-49 hours,11-25%,3-5 years,25-34,UK,Man
1,5fd94d3d2ce90843fcb81f36,Employed full-time,3,5,3,5,5,5,5,4,5,3,3,2,2,5,7,7,7,7,People who know me understand me better than AI does,4,4,4,4,4,"It doesnt impact who I am. My values remain consistent, Adoption, usage or proliferation of new tools, services and capabilities dont effect this","I dont know, as I dont feel my identity would be impacted by this type of thing",Agree,Information Technology & Software,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,11-25%,1-2 years,35-44,Ireland,Man
1,5c70974403f85b0001af8d5d,Employed full-time,3,6,5,5,5,5,4,4,4,6,4,4,2,5,6,5,5,7,AI systems understand me better than people I work with,3,4,2,1,0,I think it makes me think more broadly and has helped me shape information better,being able to analyze lots of data for me to make life easier.,Agree,"Professional, Scientific & Technical Services","Senior specialist (highly experienced, no direct reports)","5,000 or more people",40-49 hours,11-25%,3-5 years,35-44,Canada,Man
1,667da6ac378a8883e9c20227,Employed full-time,3,5,5,6,5,5,6,5,5,3,6,2,3,3,6,6,5,7,People who know me understand me better than AI does,3,2,3,2,1,"It has made me question my value and the value I bring to my job, as well as what is the human purpose - or my purpose as a. human",Bring my skills to the fore rather than generic capabilities,Agree,"Marketing, Advertising & Communications",Manager / Team leader (supervises others),2-9 people,30-39 hours,51-75%,1-2 years,45-54,UK,Man
1,640485331e13a7bfa4a43d46,Employed full-time,2,6,2,5,7,7,2,1,5,2,5,1,5,7,8,9,9,9,People who know me understand me better than AI does,5,4,4,4,4,"I don't know if it necessarily has changed who I am, I use it to help with my quarterly reports a lot. So, I'll write a draft and then run it through an AI and I think it's helped to bring out the value of my work. ","If AI could examine my stats and create a narrative out of them, that would help with humanising the work I do and showing the real impact.",Agree,Government & Public Administration,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,1-10%,6-11 months,25-34,UK,Man
1,615838a2d65d6be56cc96091,Employed full-time,0,5,7,7,4,3,4,7,4,1,1,1,4,1,4,5,6,5,It depends / about the same,1,4,1,2,1,Collaborator,"I still feel responsible, purposeful and uniquely valuable.",Agree,"Media, Arts & Entertainment",Intermediate / Experienced (non-management professional),2-9 people,40-49 hours,0% (none of my tasks),More than 10 years,55-65,Australia,Man
1,62ed1d676bc4d1eaeae21c1b,Employed full-time,2,7,2,7,7,5,7,1,3,1,3,1,1,5,10,10,8,9,It depends / about the same,3,4,3,4,5,Its made me articulate things better. I have the ideas and the thoughts. AI helps me make it more coherent to present to others,Nothing. Im happy with how I use it,Agree,"Non-profit, Community & Charity Work",Director / Executive (leads departments or major functions),50-249 people,30-39 hours,11-25%,6-10 years,45-54,UK,Woman
1,654e37a130d94b47675dcebe,Employed full-time,3,6,3,6,6,7,5,3,5,2,3,2,2,6,8,9,3,8,People who know me understand me better than AI does,4,4,2,1,3,No not really. It has helped me increase my productivity and learn new things but hasn't made me think inwards at all about myself,If it was able to more mirror myself and make its replies/opinions feel more like they came from me.,Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,11-25%,1-2 years,35-44,UK,Man
1,59f474a3f4217300016cbfa0,Employed full-time,3,5,7,5,6,7,4,7,2,5,5,6,7,5,6,4,5,6,People who know me understand me better than AI does,4,3,1,2,2,I feel that I am required to think less and use AI to speed up my work. It makes me feel less important. ,If it reviewed work rather than doing it. ,Agree,Real Estate & Property Services,Intermediate / Experienced (non-management professional),250-999 people,30-39 hours,11-25%,3-5 years,25-34,UK,Woman
1,667b24c6c25f7a12d08d9ab6,Employed full-time,1,6,2,6,6,6,6,1,4,4,2,2,5,5,9,9,7,8,People who know me understand me better than AI does,4,4,4,4,4,No ,None ,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),10-49 people,30-39 hours,1-10%,3-5 years,25-34,UK,Woman
1,6557da88346b2b209cd16bb5,Self-employed / freelance,0,3,2,3,4,4,4,2,2,4,2,2,4,4,4,6,5,8,People who know me understand me better than AI does,2,3,1,0,1,"It has not changed my sense of who I am at work at all, because my work is not directly impacted by AI","None, j would make no change ",Agree,"Hospitality, Food & Tourism",Self-employed freelancer,Just me (self-employed / freelance),10-19 hours,0% (none of my tasks),6-10 years,45-54,Canada,Man
1,6320815455d02d8d3d1f9378,Employed full-time,3,6,1,6,7,6,4,5,6,2,5,5,2,4,8,9,8,9,People who know me understand me better than AI does,4,2,3,3,3,"It hasn't, I just became more independent and productive.",Maybe if AI evaluates me as a being based on my past prompts,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,26-50%,1-2 years,25-34,UK,Man
1,66f99699f2bb894cbd57209f,Employed full-time,1,4,7,1,1,1,6,7,1,4,6,1,1,2,0,8,8,7,People who know me understand me better than AI does,3,3,3,3,4,AI while  hasn't changed the sense of who I am it has made me so scared and worried that AI is going to replace me at work  . ,Not using or relaying on AI at all ,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,1-10%,6-10 years,55-65,UK,Woman
1,5c73d2817ed3a70001fc2929,Employed full-time,3,7,1,7,7,7,7,6,7,1,6,2,1,7,10,10,4,6,People who know me understand me better than AI does,4,2,3,1,4,it hasnt at all it simply aids me in my role,not sure,Agree,Manufacturing & Production,Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,11-25%,More than 10 years,45-54,UK,Man
1,66a1561d05457dd7ec9cd3a8,Employed part-time,2,4,4,5,3,4,2,5,5,4,4,4,4,3,6,6,6,5,People who know me understand me better than AI does,2,2,3,4,2,Not really changed.,That there was no ethical issue by using AI,Agree,Education & Training,Intermediate / Experienced (non-management professional),"1,000-4,999 people",20-29 hours,1-10%,3-5 years,45-54,UK,Man
1,65c7bfe1f18e2110daddde16,Employed full-time,1,7,1,7,7,6,7,1,1,1,1,1,4,3,9,10,8,8,People who know me understand me better than AI does,3,3,3,3,4,"The use of ai is so small and basically irrelevant to me, that I don't believe that it has changed anything, I barely notice AI's use in work, it is just a small automated addition onto our work consoles that is out of our control",I don't think Ai could improve my purpose at all,Agree,Health & Social Care,"Entry level (early career, trainee, or assistant)",250-999 people,30-39 hours,1-10%,More than 10 years,55-65,UK,Woman
1,65b82cc0849badb85cdf912b,Employed part-time,1,3,2,6,3,5,5,2,5,4,2,5,3,5,8,8,7,8,It depends / about the same,3,4,3,2,3,"As a tour guide, AI made me see my job differently. It can give facts quickly, but I bring the human touch. My role is to share stories, build connections, and create real experiences that machines can't.","If AI helped me understand travelers' interests better, I could make tours more personal and meaningful. That would make me feel more useful and connected in my job.",Agree,"Hospitality, Food & Tourism",Intermediate / Experienced (non-management professional),10-49 people,20-29 hours,1-10%,3-5 years,35-44,Australia,Man
1,650279e620b9fcb3b662bb2b,Employed full-time,3,4,1,6,7,6,7,4,7,1,1,1,1,7,6,9,6,9,People who know me understand me better than AI does,5,5,5,5,4,it has helped with complex reading and understanding of a particular subject,Have a corporate account and training with a dedicated AI tool.,Agree,Manufacturing & Production,"Senior specialist (highly experienced, no direct reports)",250-999 people,30-39 hours,0% (none of my tasks),6-10 years,45-54,Australia,Man
1,66293ce3dba0764775195e58,Self-employed / freelance,2,4,2,7,5,5,5,2,4,1,6,4,4,5,5,7,8,7,People who know me understand me better than AI does,4,4,4,3,5,I dont see how Ai has changed anything about the sense of who I am at work.,A clear and valid stance that AI is now part of everyday life at work and home.,Agree,"Professional, Scientific & Technical Services",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),30-39 hours,11-25%,1-2 years,45-54,US,Woman
1,5cc492b6155841001a26c24a,Employed full-time,3,7,1,6,7,5,7,1,4,4,6,4,6,3,10,10,10,10,People who know me understand me better than AI does,5,5,5,5,5,It's made me more aware of my skills of what I do.,Speed,Agree,"Marketing, Advertising & Communications",Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,26-50%,6-10 years,35-44,UK,Man
1,6913a0538f2bcc5d61d56068,Employed full-time,3,5,6,6,6,6,6,6,6,6,6,6,7,6,7,8,7,7,AI systems understand me better than people I work with,4,4,4,3,4,It has given me clarity in topics that wouldn't have understood if not for it. I love that it make the necessary information easily available and that it's able to teach me.,"Sometimes it repeats itself or gets information mixed up. If it could think more clearly even during information overload, that would help me better. Since, I deal with complex problems at work.",Agree,"Retail, Sales & Consumer Services",Manager / Team leader (supervises others),2-9 people,40-49 hours,1-10%,1-2 years,25-34,Canada,Woman
1,674a0461b10836f07aa6d857,Self-employed / freelance,1,5,5,6,5,6,4,5,2,4,2,2,6,4,8,8,7,8,People who know me understand me better than AI does,4,4,3,1,3,"It has not changed much at all yet, there is a little bit of automation  but at a  very basic level",Increased use of AI to manage processes,Agree,"Finance, Banking & Insurance",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),10-19 hours,1-10%,1-2 years,55-65,UK,Man
1,62a3b97d41ae082b602e815b,Employed full-time,2,6,4,4,6,4,6,6,6,4,4,2,3,6,7,7,6,7,People who know me understand me better than AI does,2,3,3,3,3,It has made work more efficient - almost too efficient ,"If it could be tailored to you specifically, matching yourself and character",Agree,"Media, Arts & Entertainment",Manager / Team leader (supervises others),50-249 people,30-39 hours,11-25%,6-10 years,25-34,UK,Man
1,5d532f8c8d4ab1001d1befe0,Employed part-time,0,5,7,5,2,4,7,7,1,1,5,4,3,2,9,9,8,7,People who know me understand me better than AI does,1,1,0,0,1,I like that I can use it for day to day life things like asking about recipes or calories etc ,I'm currently new to my current role and it would be good if it could make a check list personal to my job of all the things I need to do ,Agree,Health & Social Care,"Entry level (early career, trainee, or assistant)","5,000 or more people",10-19 hours,1-10%,Less than 6 months,35-44,UK,Woman
1,638e6328cddabb50e84cc8e5,Employed full-time,3,7,1,7,7,7,1,1,7,1,6,1,1,7,10,10,8,7,People who know me understand me better than AI does,4,5,4,4,4,AI has made me more efficient,Gave me more control over how AI supports emotional and relational aspects of my work,Agree,Health & Social Care,Manager / Team leader (supervises others),50-249 people,40-49 hours,11-25%,More than 10 years,35-44,UK,Woman
1,6701cb8b00cfda7577107e29,Employed part-time,3,7,7,7,7,2,3,5,6,5,7,4,3,6,9,9,3,6,People who know me understand me better than AI does,4,2,3,2,4,I can produce custom worksheets for my students.,Less stigma against AI by some co-workers,Agree,Education & Training,Intermediate / Experienced (non-management professional),2-9 people,10-19 hours,11-25%,Less than 6 months,45-54,Canada,Woman
1,5f84e472052cf81ae5752252,Employed full-time,2,5,1,7,5,4,7,1,7,1,1,1,7,1,9,9,3,7,People who know me understand me better than AI does,3,4,1,1,4,n/a,it would not,Agree,Health & Social Care,Manager / Team leader (supervises others),50-249 people,30-39 hours,1-10%,3-5 years,35-44,UK,Woman
1,665df7d58501a55e990b773a,Employed full-time,2,6,2,6,4,6,6,1,5,1,2,6,5,4,5,7,8,6,People who know me understand me better than AI does,4,4,4,3,5,Not much. I mainly use AI to do scheduling and formatting of documents. This is all stuff that does not require much brain power for me anymore and just required time. Now I can save a lot of time.,"Better memory for the AI. As in the ability for AI to remember who you are and past projects that you've worked on together. Right now it feels more efficient and you receive better results starting fresh with the AI for each larger project. But, it removes the personal connection and ability for you to really feel like the AI is understanding your voice/personality.",Agree,"Media, Arts & Entertainment",Manager / Team leader (supervises others),2-9 people,40-49 hours,11-25%,6-10 years,25-34,Canada,Man
